Problem Name,Step Name,KC(Default),E Conceptual,E Resolución,Dificultad
L6FB08,R4C2, Entering a given,0.0108,0.0,1
L6FB08,R5C1, Entering a given,0.186,0.1085,3
L6FB08,R6C1," Entering a given~~Convert unit, standard",0.0217,0.0,1
L6FB08,R7C2, Entering a given,0.2315,0.1691,4
L6FB08,ValidEquations, nan,0.0288,0.0,1
L6FB08,coef 1, Remove constant,0.1252,0.0477,2
L6FB08,coef 1, Remove positive coefficient,0.0078,0.0233,1
L6FB08,coef 1, nan,0.875,0.125,10
L6FB08,coef 1, Remove coefficient,0.0,0.0,1
L6FB08,R4C1," Using simple numbers~~Using small numbers~~Find X, positive slope",0.2289,0.0327,3
L6FB08,R7C1," Using simple numbers~~Using small numbers~~Find X, positive slope",0.4937,0.2057,7
L6FB08,YLabel, Labelling the axes,0.1391,0.0,1
L6FB08,XLabel, Labelling the axes,0.0928,0.0,1
L6FB08,XUnit, nan,0.0377,0.0,1
L6FB08,xMin, Changing axis bounds,0.2084,0.0447,3
L6FB08,yMin, Changing axis bounds,0.0531,0.0,1
L6FB08,yMax, Changing axis bounds,0.0443,0.0,1
L6FB08,yScale, Changing axis intervals,0.0,0.0,1
L6FB08,xMax, Changing axis bounds,0.083,0.0,1
L6FB08,xScale, Changing axis intervals,0.0,0.0,1
L6FB08,Point 1.2, Correctly placing points,0.0,1.0,10
L6FB08,Add Point, nan,1.0,0.0,10
L6FB08,R5C2," Using simple numbers~~Using small numbers~~Find Y, positive slope",1.0,0.0,10
L6FB08,Point 1.1, Correctly placing points,0.0,1.0,10
L6FB08,Point 1.3, Correctly placing points,0.0,1.0,10
L6FB08,R6C2," Using simple numbers~~Using small numbers~~Find Y, positive slope",1.0,0.0,10
L6FB08,YUnit, nan,0.0,0.0,1
DEC02,R1C1, nan,0.02,0.04,1
DEC02,R1C2, nan,0.1296,0.037,2
DEC02,R2C1, Identifying units,0.0417,0.0,1
DEC02,R2C2, Identifying units,0.0208,0.0417,1
DEC02,R3C1, Define Variable,0.0,0.0,1
DEC02,R3C2," Using small numbers~~Write expression, positive slope~~Using difficult numbers",0.2076,0.5083,7
DEC02,R3C2," Write expression, positive slope~~Using difficult numbers~~Using small numbers",0.0,0.0,1
DEC02,R4C1, Entering a given,0.0426,0.0,1
DEC02,R5C1, Entering a given,0.3462,0.0833,4
DEC02,R6C2, Entering a given,0.1386,0.0198,2
DEC02,R7C2, Entering a given,0.1905,0.0,2
DEC02,ValidEquations, nan,0.0429,0.0,1
DEC02,coef 1, Remove constant,0.1638,0.0,2
DEC02,coef 1, Remove positive coefficient,0.1224,0.0,1
DEC02,coef 1, Remove coefficient,0.1176,0.0,1
DEC02,coef 1, nan,0.1765,0.0,2
DEC02,coef 1, Eliminate Parens,0.25,0.0,3
DEC02,R6C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.3432,0.1328,5
DEC02,R7C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.2984,0.0543,4
DEC02,YLabel, Labelling the axes,0.1951,0.0,2
DEC02,YUnit, nan,0.0941,0.0,1
DEC02,XLabel, Labelling the axes,0.0771,0.0147,1
DEC02,XUnit, nan,0.0,0.0,1
DEC02,xMin, Changing axis bounds,0.2586,0.0345,3
DEC02,xMax, Changing axis bounds,0.2778,0.0317,3
DEC02,xScale, Changing axis intervals,0.0,0.0,1
DEC02,yMin, Changing axis bounds,0.0758,0.0,1
DEC02,yMax, Changing axis bounds,0.0353,0.0,1
DEC02,yScale, Changing axis intervals,0.0,0.0,1
DEC02,Point 1.1, Correctly placing points,0.0,1.0,10
DEC02,R5C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",0.6471,0.3529,10
DEC02,Point 1.3, Correctly placing points,0.0,1.0,10
DEC02,Point 1.4, Correctly placing points,0.0,1.0,10
DEC02,Point 1.2, Correctly placing points,0.0,1.0,10
DEC02,R4C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",0.8182,0.0,8
DEC02,Add Point, nan,1.0,0.0,10
L6FB06,R1C1, nan,0.4734,0.0592,5
L6FB06,R2C1, Identifying units,0.1531,0.0714,2
L6FB06,R3C1, Define Variable,0.0,0.0,1
L6FB06,R1C2, nan,0.0879,0.044,1
L6FB06,R2C2, Identifying units,0.3088,0.1176,4
L6FB06,R3C2," Using small numbers~~Write expression, positive slope~~Using difficult numbers",0.2166,0.5697,8
L6FB06,R4C1, Entering a given,0.4412,0.2322,7
L6FB06,R5C1, Entering a given,0.5398,0.2829,8
L6FB06,R8C2, Entering a given,0.2831,0.0441,3
L6FB06,R6C1, Entering a given,0.4949,0.1909,7
L6FB06,R7C2, Entering a given,0.3152,0.0489,4
L6FB06,ValidEquations, nan,0.1259,0.0,1
L6FB06,coef 1, Remove constant,0.0228,0.0195,1
L6FB06,coef 1, Remove positive coefficient,0.1371,0.0602,2
L6FB06,coef 1, Remove coefficient,0.1818,0.0,2
L6FB06,coef 1, nan,0.0,0.0,1
L6FB06,coef 1, Isolate positive,0.0,0.0,1
L6FB06,R7C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.4118,0.3251,7
L6FB06,R8C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.3123,0.1682,5
L6FB06,R8C1," Using difficult numbers~~Using small numbers~~Find X, positive slope",0.0,0.0,1
L6FB06,XLabel, Labelling the axes,0.2809,0.0225,3
L6FB06,YLabel, Labelling the axes,0.3571,0.0,4
L6FB06,YUnit, nan,0.0,0.0,1
L6FB06,xMin, Changing axis bounds,0.3679,0.1134,5
L6FB06,yMin, Changing axis bounds,0.1604,0.0,2
L6FB06,xMax, Changing axis bounds,0.1257,0.0457,2
L6FB06,yMax, Changing axis bounds,0.0662,0.0102,1
L6FB06,xScale, Changing axis intervals,0.0,0.0,1
L6FB06,yScale, Changing axis intervals,0.0,0.0,1
L6FB06,Point 1.3, Correctly placing points,0.0,1.0,10
L6FB06,R4C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",0.5366,0.3415,9
L6FB06,XUnit, nan,0.0,0.0,1
L6FB06,R6C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",0.7133,0.2308,9
L6FB06,R5C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",0.6769,0.2308,9
L6FB06,Point 1.2, Correctly placing points,0.0,1.0,10
L6FB06,Point 1.1, Correctly placing points,0.0,1.0,10
L6FB06,Point 1.5, Correctly placing points,0.0,1.0,10
FEB01,R1C1, nan,0.075,0.0,1
FEB01,R1C2, nan,0.1149,0.046,2
FEB01,R2C2, Identifying units,0.0988,0.0,1
FEB01,R2C1, Identifying units,0.2885,0.0,3
FEB01,R3C1, Define Variable,0.0,0.0,1
FEB01,R3C2," Using simple numbers~~Using small numbers~~Write expression, positive slope",0.2393,0.3252,6
FEB01,R4C2, Entering a given,0.0548,0.0137,1
FEB01,R5C1, Entering a given,0.1463,0.0,1
FEB01,R6C2, Entering a given,0.6095,0.2143,8
FEB01,R7C1," Entering a given~~Convert unit, mixed",0.3411,0.1318,5
FEB01,coef 1, nan,0.6667,0.0,7
FEB01,coef 1, Remove positive coefficient,0.1667,0.0,2
FEB01,coef 1, Remove coefficient,0.3182,0.0,3
FEB01,coef 1, Remove constant,0.1929,0.1286,3
FEB01,ValidEquations, nan,0.0769,0.0,1
FEB01,R4C1," Using simple numbers~~Using small numbers~~Find X, positive slope",0.3727,0.0364,4
FEB01,R4C1," Find X, positive slope~~Using simple numbers~~Using small numbers",0.8,0.0,8
FEB01,R6C1," Using simple numbers~~Using small numbers~~Find X, positive slope",0.4847,0.2358,7
FEB01,YLabel, Labelling the axes,0.095,0.0,1
FEB01,YUnit, nan,0.0,0.0,1
FEB01,XLabel, Labelling the axes,0.095,0.0,1
FEB01,XUnit, nan,0.1382,0.0789,2
FEB01,xMin, Changing axis bounds,0.0,0.0,1
FEB01,yMin, Changing axis bounds,0.0,0.0,1
FEB01,xMax, Changing axis bounds,0.0,0.0,1
FEB01,yMax, Changing axis bounds,0.0,0.0,1
FEB01,xScale, Changing axis intervals,0.0,0.0,1
FEB01,yScale, Changing axis intervals,0.0,0.0,1
FEB01,Point 1.3, Correctly placing points,0.0,1.0,10
FEB01,Point 1.4, Correctly placing points,0.0,1.0,10
FEB01,R5C2," Using simple numbers~~Using small numbers~~Find Y, positive slope",1.0,0.0,10
FEB01,Add Point, nan,0.9286,0.0714,10
FEB01,R7C2," Using simple numbers~~Using small numbers~~Find Y, positive slope",0.6,0.2,8
FEB01,Point 1.2, Correctly placing points,0.0,1.0,10
BH1T44,R1C1, nan,0.2721,0.0,3
BH1T44,R1C2, nan,0.0,0.0,1
BH1T44,R2C1, Identifying units,0.087,0.0,1
BH1T44,R3C1, Define Variable,0.0191,0.0,1
BH1T44,YLabel, Labelling the axes,0.1932,0.0,2
BH1T44,YUnit, nan,0.0,0.0,1
BH1T44,XLabel, Labelling the axes,0.2326,0.0634,3
BH1T44,XUnit, nan,0.0596,0.0,1
BH1T44,R3C2," Using simple numbers~~Using large numbers~~Write expression, negative slope",0.2539,0.5152,8
BH1T44,R3C2," Write expression, negative slope~~Using simple numbers~~Using large numbers",0.1667,0.6667,8
BH1T44,R4C2, Entering a given,0.0573,0.0,1
BH1T44,R5C1, Entering a given,0.4949,0.155,6
BH1T44,R6C1, Entering a given,0.4276,0.0484,5
BH1T44,R7C1, Entering a given,0.2476,0.075,3
BH1T44,ValidEquations, nan,0.0746,0.0,1
BH1T44,coef 1, Remove constant,0.4231,0.1849,6
BH1T44,coef 1, Remove coefficient,0.3181,0.1064,4
BH1T44,coef 1, nan,0.8361,0.1639,10
BH1T44,coef 1, Variable in denominator,1.0,0.0,10
BH1T44,coef 1, Eliminate Parens,1.0,0.0,10
BH1T44,R4C1," Using simple numbers~~Using large numbers~~Find X, negative slope",0.3537,0.2475,6
BH1T44,R4C1," Using large numbers~~Find X, negative slope~~Using simple numbers",0.375,0.5,9
BH1T44,xMin, Changing axis bounds,0.3387,0.0532,4
BH1T44,yMin, Changing axis bounds,0.1443,0.0103,2
BH1T44,xMax, Changing axis bounds,0.143,0.0189,2
BH1T44,xScale, Changing axis intervals,0.0,0.0,1
BH1T44,yMax, Changing axis bounds,0.1074,0.0022,1
BH1T44,yScale, Changing axis intervals,0.0,0.0,1
BH1T44,Point 1.1, Correctly placing points,0.0,1.0,10
BH1T44,Point 1.2, Correctly placing points,0.0,1.0,10
BH1T44,Point 1.3, Correctly placing points,0.0,1.0,10
BH1T44,R5C2," Using simple numbers~~Using large numbers~~Find Y, negative slope",0.6912,0.2647,9
BH1T44,R7C2," Using simple numbers~~Using large numbers~~Find Y, negative slope",1.0,0.0,10
BH1T44,R6C2," Using simple numbers~~Using large numbers~~Find Y, negative slope",1.0,0.0,10
BH1T44,Point 1.4, Correctly placing points,0.0,1.0,10
BH1T44,Add Point, nan,1.0,0.0,10
FEB04,R1C1, nan,0.0684,0.0171,1
FEB04,R1C2, nan,0.2482,0.0,2
FEB04,R2C1, Identifying units,0.1694,0.0,2
FEB04,R2C2, Identifying units,0.1364,0.0909,2
FEB04,R3C1, Define Variable,0.0182,0.0545,1
FEB04,R3C2," Using small numbers~~Write expression, positive slope~~Using difficult numbers",0.1421,0.5952,7
FEB04,R3C2," Using difficult numbers~~Using small numbers~~Write expression, positive slope",0.5,0.0,5
FEB04,R4C2, Entering a given,0.2199,0.1584,4
FEB04,R5C2, Entering a given,0.2766,0.0,3
FEB04,R6C2, Entering a given,0.1036,0.0,1
FEB04,R7C1, Entering a given,0.1213,0.0,1
FEB04,ValidEquations, nan,0.0137,0.0,1
FEB04,coef 1, nan,0.0,0.0,1
FEB04,coef 1, Remove constant,0.148,0.0861,2
FEB04,coef 1, Remove positive coefficient,0.1211,0.0334,2
FEB04,coef 1, Remove coefficient,0.2143,0.1607,4
FEB04,coef 1, Eliminate Parens,0.25,0.0,3
FEB04,coef 1, Isolate negative,0.0,0.0,1
FEB04,R4C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.3946,0.2527,6
FEB04,R4C1," Using difficult numbers~~Using small numbers~~Find X, positive slope",0.6667,0.0,7
FEB04,R5C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.2658,0.0646,3
FEB04,R5C1," Using difficult numbers~~Using small numbers~~Find X, positive slope",0.0,0.0,1
FEB04,R6C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.2885,0.0296,3
FEB04,XLabel, Labelling the axes,0.0,0.0,1
FEB04,YLabel, Labelling the axes,0.168,0.0,2
FEB04,xMin, Changing axis bounds,0.0852,0.0,1
FEB04,xMax, Changing axis bounds,0.1431,0.0,1
FEB04,xScale, Changing axis intervals,0.0,0.0,1
FEB04,yMin, Changing axis bounds,0.1797,0.0086,2
FEB04,yScale, Changing axis intervals,0.0,0.0,1
FEB04,yMax, Changing axis bounds,0.2047,0.0279,2
FEB04,YUnit, nan,0.0623,0.0,1
FEB04,R7C2," Using difficult numbers~~Using small numbers~~Find Y, positive slope",1.0,0.0,10
FEB04,R7C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",1.0,0.0,10
FEB04,Point 1.1, Correctly placing points,0.0,1.0,10
FEB04,Point 1.4, Correctly placing points,0.0,1.0,10
FEB04,Add Point, nan,1.0,0.0,10
FEB04,Point 1.2, Correctly placing points,0.0,1.0,10
FEB04,XUnit, nan,0.0,0.0,1
BH1T40,R1C1, nan,0.0877,0.0,1
BH1T40,R1C2, nan,0.0893,0.0,1
BH1T40,R2C1, Identifying units,0.3593,0.024,4
BH1T40,R2C2, Identifying units,0.1053,0.0,1
BH1T40,R3C1, Define Variable,0.0,0.0,1
BH1T40,R3C2," Using simple numbers~~Write expression, positive slope~~Using large numbers",0.1893,0.4643,7
BH1T40,R4C2, Entering a given,0.2185,0.1765,4
BH1T40,R5C1, Entering a given,0.0583,0.0,1
BH1T40,R7C1," Entering a given~~Convert unit, standard",0.1756,0.1171,3
BH1T40,R6C2, Entering a given,0.4653,0.3208,8
BH1T40,ValidEquations, nan,0.0804,0.0,1
BH1T40,coef 1, Remove constant,0.1832,0.0115,2
BH1T40,coef 1, Remove positive coefficient,0.0512,0.0,1
BH1T40,coef 1, Remove coefficient,0.0909,0.0,1
BH1T40,coef 1, nan,1.0,0.0,10
BH1T40,coef 1, Select Multiply,0.0,0.0,1
BH1T40,R4C1," Using simple numbers~~Using large numbers~~Find X, positive slope",0.2701,0.1954,5
BH1T40,R6C1," Using simple numbers~~Using large numbers~~Find X, positive slope",0.2539,0.3625,6
BH1T40,YLabel, Labelling the axes,0.1881,0.0,2
BH1T40,YUnit, nan,0.0328,0.0,1
BH1T40,XLabel, Labelling the axes,0.0423,0.0,1
BH1T40,XUnit, nan,0.0649,0.0,1
BH1T40,xMin, Changing axis bounds,0.0657,0.0,1
BH1T40,xMax, Changing axis bounds,0.2037,0.0705,3
BH1T40,yMin, Changing axis bounds,0.2403,0.0326,3
BH1T40,yMax, Changing axis bounds,0.2417,0.0417,3
BH1T40,yScale, Changing axis intervals,0.0,0.0,1
BH1T40,R7C2," Using simple numbers~~Using large numbers~~Find Y, positive slope",0.7222,0.0,7
BH1T40,xScale, Changing axis intervals,0.0,0.0,1
BH1T40,Point 1.3, Correctly placing points,0.0,1.0,10
BH1T40,Point 1.1, Correctly placing points,0.0,1.0,10
BH1T40,Add Point, nan,1.0,0.0,10
BH1T40,Point 1.4, Correctly placing points,0.0,1.0,10
BH1T40,R5C2," Using simple numbers~~Using large numbers~~Find Y, positive slope",0.5714,0.0,6
BH1T40,Point 1.2, Correctly placing points,0.0,1.0,10
FEB13,R1C1, nan,0.1565,0.0,2
FEB13,R1C2, nan,0.1441,0.018,2
FEB13,R2C2, Identifying units,0.1165,0.0,1
FEB13,R3C1, Define Variable,0.0213,0.0,1
FEB13,XLabel, Labelling the axes,0.1031,0.0,1
FEB13,YLabel, Labelling the axes,0.1212,0.0,1
FEB13,R3C2," Using small numbers~~Write expression, positive slope~~Using difficult numbers",0.2908,0.5566,8
FEB13,R4C2, Entering a given,0.0,0.0449,1
FEB13,R5C1, Entering a given,0.0991,0.1261,2
FEB13,R6C2, Entering a given,0.2797,0.3077,6
FEB13,R7C2, Entering a given,0.0889,0.0,1
FEB13,ValidEquations, nan,0.0203,0.0,1
FEB13,coef 1, Remove constant,0.0885,0.0385,1
FEB13,coef 1, Remove positive coefficient,0.0954,0.0456,1
FEB13,coef 1, Remove coefficient,0.0,0.0,1
FEB13,coef 1, nan,0.0,0.0,1
FEB13,R4C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.227,0.2638,5
FEB13,R6C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.3933,0.3071,7
FEB13,R6C1," Find X, positive slope~~Using difficult numbers~~Using small numbers",0.0,0.0,1
FEB13,R7C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.2205,0.126,3
FEB13,xMin, Changing axis bounds,0.1142,0.0,1
FEB13,xMax, Changing axis bounds,0.1911,0.0,2
FEB13,xScale, Changing axis intervals,0.0,0.0,1
FEB13,yMin, Changing axis bounds,0.1702,0.0426,2
FEB13,yMax, Changing axis bounds,0.2195,0.0,2
FEB13,yScale, Changing axis intervals,0.0,0.0,1
FEB13,YUnit, nan,0.0,0.0,1
FEB13,Point 1.1, Correctly placing points,0.0,1.0,10
FEB13,Point 1.4, Correctly placing points,0.0,1.0,10
FEB13,Point 1.2, Correctly placing points,0.0,1.0,10
FEB13,Point 1.3, Correctly placing points,0.0,1.0,10
FEB13,R5C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",0.3333,0.5,8
JAN05,R1C2, nan,0.0729,0.0,1
JAN05,R1C1, nan,0.1111,0.0,1
JAN05,R2C2, Identifying units,0.0971,0.0388,1
JAN05,R3C1, Define Variable,0.0435,0.0,1
JAN05,R3C2," Using simple numbers~~Write expression, positive slope~~Using large numbers",0.3022,0.3378,6
JAN05,R3C2," Write expression, positive slope~~Using large numbers~~Using simple numbers",0.0,0.8333,8
JAN05,XLabel, Labelling the axes,0.0243,0.0243,1
JAN05,YLabel, Labelling the axes,0.1033,0.0,1
JAN05,YUnit, nan,0.0712,0.0,1
JAN05,R4C1, Entering a given,0.3762,0.2016,6
JAN05,R6C2, Entering a given,0.1042,0.0625,2
JAN05,R5C2, Entering a given,0.2632,0.3801,6
JAN05,ValidEquations, nan,0.1928,0.0,2
JAN05,coef 1, Remove constant,0.0911,0.0219,1
JAN05,coef 1, Remove positive coefficient,0.0209,0.0251,1
JAN05,coef 1, nan,0.7551,0.2449,10
JAN05,coef 1, Remove coefficient,0.0,0.0,1
JAN05,R5C1," Using simple numbers~~Using large numbers~~Find X, positive slope",0.5176,0.2518,8
JAN05,R6C1," Using simple numbers~~Using large numbers~~Find X, positive slope",0.2264,0.1219,3
JAN05,xScale, Changing axis intervals,0.0,0.0,1
JAN05,yMin, Changing axis bounds,0.296,0.0,3
JAN05,yScale, Changing axis intervals,0.0,0.0,1
JAN05,xMax, Changing axis bounds,0.2704,0.0323,3
JAN05,xMin, Changing axis bounds,0.3255,0.0153,3
JAN05,yMax, Changing axis bounds,0.1248,0.0057,1
JAN05,R4C2," Using simple numbers~~Using large numbers~~Find Y, positive slope",0.3851,0.1622,5
JAN05,R4C2," Find Y, positive slope~~Using simple numbers~~Using large numbers",0.0,0.0,1
JAN05,Point 1.1, Correctly placing points,0.0,1.0,10
JAN05,Add Point, nan,1.0,0.0,10
JAN06,R1C1, nan,0.12,0.0,1
JAN06,R1C2, nan,0.2537,0.0896,3
JAN06,R2C2, Identifying units,0.0444,0.0,1
JAN06,R3C1, Define Variable,0.0,0.0,1
JAN06,R3C2," Using simple numbers~~Write expression, positive slope~~Using large numbers",0.1973,0.517,7
JAN06,R4C1, Entering a given,0.2611,0.2229,5
JAN06,R5C2, Entering a given,0.4462,0.1385,6
JAN06,R6C2, Entering a given,0.0,0.0,1
JAN06,ValidEquations, nan,0.2054,0.0,2
JAN06,coef 1, Remove constant,0.0575,0.0575,1
JAN06,coef 1, Remove positive coefficient,0.05,0.0125,1
JAN06,coef 1, nan,1.0,0.0,10
JAN06,coef 1, Remove coefficient,0.3333,0.0,3
JAN06,R5C1," Using simple numbers~~Using large numbers~~Find X, positive slope",0.377,0.3135,7
JAN06,R5C1," Using large numbers~~Find X, positive slope~~Using simple numbers",0.1667,0.6667,8
JAN06,R6C1," Using simple numbers~~Using large numbers~~Find X, positive slope",0.2105,0.0702,3
JAN06,YLabel, Labelling the axes,0.1856,0.0,2
JAN06,YUnit, nan,0.0317,0.0,1
JAN06,XLabel, Labelling the axes,0.0682,0.0227,1
JAN06,xMin, Changing axis bounds,0.1319,0.0,1
JAN06,xMax, Changing axis bounds,0.129,0.0215,2
JAN06,xScale, Changing axis intervals,0.0,0.0,1
JAN06,yMax, Changing axis bounds,0.0714,0.0,1
JAN06,yScale, Changing axis intervals,0.0,0.0,1
JAN06,R4C2," Using simple numbers~~Using large numbers~~Find Y, positive slope",0.2892,0.0964,4
JAN06,yMin, Changing axis bounds,0.0,0.0,1
JAN06,Point 1.1, Correctly placing points,0.0,1.0,10
JAN06,Point 1.2, Correctly placing points,0.0,1.0,10
JAN06,Add Point, nan,1.0,0.0,10
JAN06,Point 1.3, Correctly placing points,0.0,1.0,10
FOR05,R1C1, nan,0.0449,0.0674,1
FOR05,R1C2, nan,0.3768,0.0725,4
FOR05,R2C1, Identifying units,0.4807,0.0994,6
FOR05,R2C2, Identifying units,0.281,0.2288,5
FOR05,R3C1, Define Variable,0.0238,0.0714,1
FOR05,R3C2," Using small numbers~~Write expression, positive slope~~Using difficult numbers",0.3308,0.406,7
FOR05,R4C1, Entering a given,0.0,0.0779,1
FOR05,R5C1, Entering a given,0.0274,0.0,1
FOR05,R6C1, Entering a given,0.0533,0.0,1
FOR05,R7C2, Entering a given,0.0541,0.0,1
FOR05,ValidEquations, nan,0.065,0.0,1
FOR05,coef 1, nan,0.5205,0.0548,6
FOR05,coef 1, Remove positive coefficient,0.4076,0.1848,6
FOR05,coef 1, Remove constant,0.1143,0.0571,2
FOR05,coef 1, Eliminate Parens,0.4,0.4,8
FOR05,coef 1, Remove coefficient,0.375,0.0,4
FOR05,R7C1," Using small numbers~~Find X, positive slope~~Using difficult numbers",0.2632,0.2406,5
FOR05,YLabel, Labelling the axes,0.2043,0.086,3
FOR05,XLabel, Labelling the axes,0.0294,0.0,1
FOR05,xMin, Changing axis bounds,0.058,0.0,1
FOR05,xMax, Changing axis bounds,0.3451,0.1062,5
FOR05,XUnit, nan,0.0,0.0,1
FOR05,yMin, Changing axis bounds,0.1333,0.0,1
FOR05,xScale, Changing axis intervals,0.0,0.0,1
FOR05,yScale, Changing axis intervals,0.0,0.0,1
FOR05,yMax, Changing axis bounds,0.1077,0.0,1
FOR05,Point 1.1, Correctly placing points,0.0,1.0,10
FOR05,R4C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",0.5,0.5,10
FOR05,Point 1.3, Correctly placing points,0.0,1.0,10
FOR05,Point 1.4, Correctly placing points,0.0,1.0,10
FOR05,coef 2, nan,0.0,0.0,1
FOR05,R6C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",1.0,0.0,10
FOR05,R5C2," Using small numbers~~Find Y, positive slope~~Using difficult numbers",1.0,0.0,10
FOR05,Point 1.2, Correctly placing points,0.0,1.0,10
FOR05,Add Point, nan,1.0,0.0,10
BH1T43,R1C1, nan,0.0256,0.0769,1
BH1T43,R2C1, Identifying units,0.3333,0.1,4
BH1T43,R3C1, Define Variable,0.0312,0.0,1
BH1T43,R4C1, Entering a given,0.0,0.0,1
BH1T43,R1C2, nan,0.0,0.0556,1
BH1T43,R2C2, Identifying units,0.1053,0.0,1
BH1T43,R5C2, Entering a given,0.4485,0.0,4
BH1T43,R6C1," Entering a given~~Convert unit, standard",0.4103,0.4113,8
BH1T43,R7C2, Entering a given,0.0802,0.1444,2
BH1T43,R3C2," Using simple numbers~~Using small numbers~~Write expression, positive slope",0.236,0.427,7
BH1T43,R4C2," Using simple numbers~~Using small numbers~~Find Y, positive slope",0.2,0.4,6
BH1T43,ValidEquations, nan,0.014,0.0,1
BH1T43,coef 1, Remove constant,0.0442,0.1239,2
BH1T43,coef 1, Remove positive coefficient,0.0345,0.0,1
BH1T43,coef 1, Remove coefficient,0.0,0.0,1
BH1T43,coef 1, nan,0.0,0.0,1
BH1T43,R7C1," Using simple numbers~~Using small numbers~~Find X, positive slope",0.2744,0.2012,5
BH1T43,R5C1," Using simple numbers~~Using small numbers~~Find X, positive slope",0.1284,0.1868,3
BH1T43,YLabel, Labelling the axes,0.0947,0.0,1
BH1T43,YUnit, nan,0.0,0.0,1
BH1T43,XLabel, Labelling the axes,0.0,0.0,1
BH1T43,XUnit, nan,0.0,0.0,1
BH1T43,xMin, Changing axis bounds,0.2098,0.0,2
BH1T43,xScale, Changing axis intervals,0.0,0.0,1
BH1T43,xMax, Changing axis bounds,0.0792,0.0,1
BH1T43,yMin, Changing axis bounds,0.2811,0.0736,4
BH1T43,yMax, Changing axis bounds,0.1237,0.0,1
